"Facility","Last Inspection Date","Score","Description","Address","City","Zip","Phone"
"THE SAN FERNANDO",06/20/2019,98.0,"RESTAURANT (31-60) SEATS HIGH RISK","5230 SAN FERNANDO RD","GLENDALE","91204","213-840-0533"
"YUMMY CUSTOM CAKES",07/11/2019,98.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1107 S GLENDALE AVE # A","GLENDALE","91205","916-531-7372"
"HILTON LOS ANGELES NORTH/GLENDALE - AMUSE",07/09/2019,98.0,"RESTAURANT (31-60) SEATS LOW RISK","100 W GLENOAKS BLVD","GLENDALE","91202","818-956-5466"
"KENTUCKY FRIED CHICKEN610-12",06/11/2019,98.0,"RESTAURANT (0-30) SEATS MODERATE RISK","200 N VERDUGO RD ","GLENDALE","91206","818-243-3171"
"MARY'S LITTLE HOUSE COFFEE",04/29/2019,98.0,"RESTAURANT (0-30) SEATS MODERATE RISK","130 W STOCKER ST","GLENDALE","91202","818-242-1958"
"MARIOS ITALIAN IMPORTS- MARKET",07/09/2019,98.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","740 E BROADWAY","GLENDALE","91205","818-242-4114"
"GAME HAUS",06/18/2019,98.0,"RESTAURANT (31-60) SEATS HIGH RISK","1800 S BRAND BLVD #107","GLENDALE","91204","818-937-9061"
"STARBUCKS COFFEE #57356",07/09/2019,98.0,"RESTAURANT (0-30) SEATS LOW RISK","1143 W GLENOAKS BLVD","GLENDALE","91202",""
"BEN & DANNY'S",09/11/2019,98.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","211 1/2 W WILSON AVE","GLENDALE","91203","626-315-7949"
"WINDSOR LIQUOR",07/01/2019,98.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","801 S GLENDALE AVE ","GLENDALE","91205",""
"STARBUCKS COFFEE",07/17/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","561 N GLENDALE AVE ","GLENDALE","91206",""
"GOLDEN GRAIN BAKE HOUSE & CAFE",05/22/2019,99.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1117 S GLENDALE AVE # G","GLENDALE","91205","818-696-2222"
"MARSHALLS",04/10/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","100 S BRAND BLVD","GLENDALE","91205","818-956-7182"
"WHOLE FOODS MARKET #29",12/06/2018,99.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","331 N GLENDALE AVE ","GLENDALE","91206",""
"MUGSHOT COFFEE",02/05/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","1728 GLENDALE BLVD","LOS ANGELES","90026",""
"GLENDALE MOCHA MAX",07/22/2015,99.0,"MOBILE FOOD FACILITY CART - LOW RISK","1616 S CENTRAL AVE ","GLENDALE","91204-2702","909-598-3145"
"JENNY CRAIG",03/28/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","314 N GLENDALE AVE ","GLENDALE","91206",""
"STARBUCKS",08/13/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","1200 GRAND CENTRAL AVE ","GLENDALE","91201-2426","818-931-2956"
"MISSION WINE & SPIRITS 4",10/03/2018,99.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","708 S GLENDALE AVE ","GLENDALE","91205","818-649-4090"
"KALINKA RUSSIAN CUISINE",09/04/2019,99.0,"RESTAURANT (31-60) SEATS HIGH RISK","1714 VICTORY BLVD","GLENDALE","91201",""
"MOBIL ROGERS SNACK SHOP",08/03/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1297 N VERDUGO RD ","GLENDALE","91206",""
"WHOLE FOODS365 - ALLEGRO CAFE",09/05/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","2520 GLENDALE BLVD","LOS ANGELES","90039",""
"KSENI MADEMOISELLE KIOSK",09/18/2019,99.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1117 1/2 GLENDALE GALLERIA WAY","GLENDALE","91210",""
"AFC SUSHI AT RALPHS #97",07/23/2019,99.0,"RESTAURANT (0-30) SEATS HIGH RISK","1200 N CENTRAL AVE","GLENDALE","91202","818-246-1752"
"STARBUCKS",07/19/2018,99.0,"RESTAURANT (0-30) SEATS LOW RISK","1401 FLOWER ST ","GLENDALE","91201-2421","818-319-9680"
"CAVIAR HOUSE",12/11/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","6501 SAN FERNANDO RD # L","GLENDALE","91201","818-396-0726"
"ROOBINA'S CAKE",09/25/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","555 W GLENOAKS BLVD","GLENDALE","91202",""
"SUGARFINA",03/20/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","767 AMERICANA WAY","GLENDALE","91210","818-459-8103"
"CHRISTIAN BOOKS & VEGGIE FOODS",09/18/2018,99.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1501 E CHEVY CHASE DR","GLENDALE","91206-4107","818-546-8552"
"ETHEL M. CHOCOLATES",06/26/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","2159 GLENDALE GALLERIA WAY","GLENDALE","91210",""
"STARBUCKS COFFEE",09/05/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","2560 GLENDALE BLVD ","LOS ANGELES","90039",""
"COST PLUS WORLK MARKET",03/21/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","223 N GLENDALE AVE ","GLENDALE","91206",""
"KIDDOS CREAMERY",08/22/2019,99.0,"RESTAURANT (0-30) SEATS MODERATE RISK","818 N PACIFIC AVE STE J","GLENDALE","91203-3639","747-215-6726"
"VONS #2254",04/24/2019,99.0,"RESTAURANT (0-30) SEATS MODERATE RISK","311 W LOS FELIZ RD ","GLENDALE","91204",""
"VONS BAKERY #1707",07/17/2019,99.0,"RESTAURANT (0-30) SEATS MODERATE RISK","561 N GLENDALE AVE ","GLENDALE","91206",""
"CUISINE ON SIXTEEN",03/11/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","550 N BRAND BLVD","GLENDALE","91203","818-749-8253"
"TACO NACO",05/29/2019,99.0,"RESTAURANT (0-30) SEATS HIGH RISK","6802 1/2 SAN FERNANDO RD ","GLENDALE","91201",""
"HAMPTON INN & SUITES LOS ANGELES - CONTINENTAL BREAKFAST",04/30/2019,99.0,"RESTAURANT (31-60) SEATS MODERATE RISK","114 W COLORADO ST","GLENDALE","91204","310-725-8225"
"HAMPTON INN & SUITES LOS ANGELES - SUNDRY SHOP",04/30/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","114 W COLORADO ST","GLENDALE","91204","310-725-8225"
"SMART & FINAL #428 - MAIN MARKET",08/20/2019,99.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1855 W GLENOAKS BLVD ","GLENDALE","91206",""
"GLENDALE SHELL",07/25/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1401 E COLORADO ST","GLENDALE","91205","818-243-0047"
"WHOLE FOODS MARKET-MEAT",08/28/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","331 N GLENDALE AVE ","GLENDALE","91206",""
"BAKLAVA FACTORY",07/25/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1415 E COLORADO ST ","GLENDALE","91205",""
"NUTRICION FUNDAMENTAL",10/09/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1311 GLENDALE BLVD STE #F","LOS ANGELES","90026",""
"JUICE IT UP",07/11/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","3231 FOOTHILL BLVD # 102","GLENDALE","91204",""
"CHEVRON STATIONS INC #1861",01/17/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1655 S VICTORY BLVD ","GLENDALE","91201","714-671-3304"
"HANG LOOSE HAWAIIAN SHAVED ICE",05/15/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","1409 W KENNETH RD","GLENDALE","91201",""
"THE COFFEE CUP",03/11/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","535 N BRAND BLVD STE 100","GLENDALE","91203",""
"TACO BELL 28466",08/12/2019,99.0,"RESTAURANT (31-60) SEATS MODERATE RISK","932 S CENTRAL AVE ","GLENDALE","91204","818-242-9502"
"LADY GOURMET",10/09/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","700 N BRAND BLVD STE #100","GLENDALE","91203",""
"STARBUCKS COFFEE #24874",04/18/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","3900 SAN FERNANDO RD #E","GLENDALE","91204-2722",""
"FARM DISTRICT MARTKETPLACE - JUICE",05/06/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","328 N ORANGE ST","GLENDALE","91203",""
"RITE AID #5537",09/12/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","531 N GLENDALE AVE ","GLENDALE","91206",""
"DINAH'S FRIED CHICKEN",07/18/2019,99.0,"RESTAURANT (0-30) SEATS HIGH RISK","4106 SAN FERNANDO RD STE A","GLENDALE","91204",""
"CDS GROUP INC",11/15/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","100 W GLENOAKS BLVD ","GLENDALE","91202",""
"GENERAL NUTRITION CENTER",10/10/2018,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1181 GLENDALE GALLERIA ","GLENDALE","91210","818-240-6665"
"TERRA D' OLIVA",04/26/2019,99.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","116 ARTSAKH AVE # 105","GLENDALE","91206","818-945-5544"
"VONS STARBUCKS #2254",09/24/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","311 W LOS FELIZ RD ","GLENDALE","91204",""
"ARCO#83142",05/16/2019,99.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","1605 GLENDALE BLVD","LOS ANGELES","90026",""
"PARADISE PASTRY CAFE & BAKERY",09/17/2019,99.0,"RESTAURANT (31-60) SEATS HIGH RISK","1825 W GLENOAKS BLVD","GLENDALE","91201",""
"CRESCENTA VALLEY LT'L LEAGUE",02/21/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","3529 CLIFTON PL ","GLENDALE","91208","818-429-1441"
"STARBUCKS #10940",04/26/2019,99.0,"RESTAURANT (0-30) SEATS LOW RISK","3111 GLENDALE BLVD ","LOS ANGELES","90039","323-667-1457"
"RILEYS PHARMACY",12/11/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","411 N CENTRAL AVE","GLENDALE","91203",""
"M & M LIQUOR & DELI",08/02/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1951 W GLENOAKS BLVD","GLENDALE","91201","818-848-7470"
"STARBUCKS (INSIDE DREAMWORKS",07/25/2018,100.0,"RESTAURANT (0-30) SEATS LOW RISK","1000 FLOWER ST ","GLENDALE","91201-3007","818-695-1122"
"GLENDALE MOBIL SERVICE",09/23/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1028 S BRAND BLVD ","GLENDALE","91204",""
"YEREVAN MARKET & GROCERY",07/02/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1116 S GLENDALE AVE ","GLENDALE","91205",""
"ADULT NUTRITION",08/29/2019,100.0,"RESTAURANT (151 + ) SEATS HIGH RISK","201 E COLORADO BLVD","GLENDALE","91205",""
"ASCENCIA",07/19/2018,100.0,"RESTAURANT (31-60) SEATS LOW RISK","1851 TYBURN ST","GLENDALE","91204","818-246-7900"
"THE PATIO",08/22/2019,100.0,"RESTAURANT (151 + ) SEATS HIGH RISK","833 SONORA AVE ","GLENDALE","91201-2433","818-319-9680"
"WETZEL'S PRETZELS COMMISSARY",08/20/2019,100.0,"FOOD VEHICLE COMMISSARY CLNG/STRGE FACILITY","380 W BROADWAY","GLENDALE","91210",""
"TRADER JOE'S CO STORE #53",10/24/2018,100.0,"FOOD DEMONSTRATOR","103 E GLENOAKS BLVD","GLENDALE","91207-2007",""
"THE HOME DEPOT #649",11/08/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","5040 SAN FERNANDO RD ","GLENDALE","91204","818-246-9600"
"THE FIELD MARKETING AGENCY",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","818-915-9165"
"HYE MARKET & DELI",09/26/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK","1900 W GLENOAKS BLVD","GLENDALE","91201","818-566-9942"
"TRIBALI FOODS",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","818-548-3695"
"CAVE SHAKE",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","818-548-3695"
"WHOLE FOODS MARKET FOOD/DEMO",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE ","GLENDALE","91206",""
"SURVEY.COM",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","818-548-3695"
"NOVIN HERBS & SPICES",09/24/2019,100.0,"RESTAURANT (0-30) SEATS LOW RISK","3405 OCEAN VIEW BLVD","GLENDALE","91208-1508","818-482-1197"
"MICHOACAN ORGANICS @ WHOLE FOODS MARKETS",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","602-314-0474"
"KING PIZZA",09/23/2019,100.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1259 E GLENDALE AVE A","GLENDALE","91205",""
"SPICY MO'S",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE","GLENDALE","91206","818-990-7089"
"GODIVA CHOCOLATIER",12/11/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","2209 GLENDALE GALLERIA # #A4","GLENDALE","91210",""
"COURTYARD CAFE COMMISSARY",02/06/2018,100.0,"FOOD VEHICLE COMMISSARY CLNG/STRGE FACILITY","1509 WILSON TER","GLENDALE","91206",""
"CONTINENTAL SAUSAGE CO.",06/24/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","6406 SAN FERNANDO RD ","GLENDALE","91201-2107","818-502-1447"
"JOANN FABRIC AND CRAFT STORE",09/23/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1000 S CENTRAL AVE","GLENDALE","91201","818-546-8755"
"COURTYARD CAFE",02/06/2018,100.0,"MOBILE FOOD FACILITY CART - HIGH RISK","1509 WILSON TER","GLENDALE","91206",""
"SEE'S CANDY",01/22/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","112 CARUSO AVE","GLENDALE","91210",""
"TACO BELL #19247",08/01/2019,100.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1850 W GLENOAKS BLVD ","GLENDALE","91201",""
"PARADISE PASTRY- PRODUCTION 2ND FLOOR",09/17/2019,100.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1825 W GLENOAKS BLVD","GLENDALE","91201",""
"SUBWAY #12927",07/18/2019,100.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1010 N GLENDALE AVE STE 105","GLENDALE","91206",""
"COST PLUS WORLD MARKET",01/16/2019,100.0,"FOOD DEMONSTRATOR","223 N GLENALE AVE ","GLENDALE","91206","925-376-2794"
"CASTLE LIQUOR",09/03/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","6808 SAN FERNANDO RD ","GLENDALE","91201","818-842-5237"
"TARGET # T2307",11/15/2018,100.0,"FOOD MKT RETAIL (2,000+ SF) LOW RISK","2195 GLENDALE GALLERIA ","GLENDALE","91210",""
"BRAND STAND",04/02/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","330 N BRAND BLVD STE 195","GLENDALE","91203",""
"TOPLINE BEVERAGE & SPIRIT CO",06/19/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","4718 SAN FERNANDO RD ","GLENDALE","91204",""
"EL MUNCHIES",06/20/2019,100.0,"RESTAURANT (0-30) SEATS MODERATE RISK","1353 E COLORADO ST","GLENDALE","91205",""
"1560 PHARMACY",09/18/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","1560 E CHEVY CHASE DR STE #110","GLENDALE","91206",""
"2000 C-STORE",09/26/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","825 N CENTRAL AVE ","GLENDALE","91203",""
"ALMOND GLORY",01/16/2019,100.0,"FOOD DEMONSTRATOR","331 N GLENDALE AVE ","GLENDALE","91206-3759","818-683-4303"
"BETTER BOOCH",01/22/2019,100.0,"FOOD DEMONSTRATOR","2520 GLENDALE BLVD","LOS ANGELES","90039","323-378-3891"
"LOAVES & FISHES",06/19/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","4322 SAN FERNANDO RD ","GLENDALE","91204","818-247-8215"
"MACY'S",01/14/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","2100 GLENDALE GALLERIA ","GLENDALE","91210",""
"THE BIG D CAFETERIA",08/22/2019,100.0,"RESTAURANT (61-150) SEATS HIGH RISK","1401 FLOWER ST ","GLENDALE","91201-2421","818-544-6798"
"GLENDALE HIGHLANDS",11/29/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","2627 HOLLYWOOD WAY # 1495","BURBANK","91505","818-565-1055"
"DOLLAR K II",11/20/2018,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","500 W BROADWAY ST ","GLENDALE","91206",""
"GOURGAN'S CATERING",07/12/2019,100.0,"RESTAURANT (0-30) SEATS HIGH RISK","1947 W GLENOAKS BLVD ","GLENDALE","91201","818-843-6900"
"ROSSO WINE SHOP",09/12/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK","3459 1/2 N VERDUGO RD ","GLENDALE","91208",""
"SMART & FINAL #428 MEAT DEPT",08/20/2019,100.0,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK","1855 W GLENOAKS BLVD ","GLENDALE","91206",""
"351 MYRTLE ST APTS",01/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","351 MYRTLE ST ","GLENDALE","91203",""
"706 E LOMITA AVE APTS",07/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","706 E LOMITA AVE ","GLENDALE","91205",""
"700 S LOUISE ST APTS",12/04/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","700 S LOUISE ST ","GLENDALE","91205",""
"328 MYRTLE ST APTS",01/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","328 MYRTLE ST ","GLENDALE","91203",""
"1009 WESTERN AVE APTS",08/01/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1009 WESTERN AVE ","GLENDALE","91201","714-974-4028"
"719 S LOUISE ST APTS",04/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","719 S LOUISE ST ","GLENDALE","91205",""
"337 MYRTLE ST APTS",01/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","337 MYRTLE ST ","GLENDALE","91203",""
"352 MYRTLE ST APTS",02/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","352 MYRTLE ST ","GLENDALE","91203",""
"524 E MAPLE ST APTS",08/16/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","524 E MAPLE ST ","GLENDALE","91205",""
"404 MYRTLE ST APTS",02/07/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","404 MYRTLE ST ","GLENDALE","91203",""
"420 MYRTLE ST APTS",02/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","420 MYRTLE ST ","GLENDALE","91203",""
"1013 WESTERN AVE APTS",04/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1013 WESTERN AVE ","GLENDALE","91201",""
"349 W MAPLE ST APTS",03/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","349 W MAPLE ST ","GLENDALE","91204",""
"506 E MAPLE ST APTS",07/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","506 E MAPLE ST ","GLENDALE","91205",""
"730 E LOMITA AVE APTS",08/30/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","730 E LOMITA AVE ","GLENDALE","91205",""
"440 MYRTLE ST APTS",02/21/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","440 MYRTLE ST ","GLENDALE","91203",""
"516 E MAPLE ST APTS",09/19/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","516 E MAPLE ST ","GLENDALE","91205",""
"463 RIVERDALE DR APTS",11/08/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","463 RIVERDALE DR ","GLENDALE","91204",""
"1010 WESTERN AVE APTS",04/17/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1010 WESTERN AVE ","GLENDALE","91201",""
"1020 N VERDUGO RD APTS",08/03/2018,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1020 N VERDUGO RD ","GLENDALE","91206",""
"GLENVIEW MANOR SWIMMING POOL",12/27/2018,,"PUBLIC SWIMMING POOL LOW RISK 1","1130 N VERDUGO RD ","GLENDALE","91206","818-500-0303"
"460 MYRTLE ST APTS",03/14/2019,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","460 MYRTLE ST ","GLENDALE","91203",""
"1000 N VERDUGO RD APTS",08/03/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1000 N VERDUGO RD ","GLENDALE","91206","818-244-2204"
"806 E LOMITA AVE APTS",09/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","806 E LOMITA AVE ","GLENDALE","91205",""
"810 E LOMITA AVE APTS",09/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","810 E LOMITA AVE ","GLENDALE","91205",""
"GLENVIEW MANOR",12/27/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1130 N VERDUGO RD ","GLENDALE","91206","818-500-0303"
"1010 N VERDUGO RD APTS",08/03/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1010 N VERDUGO RD ","GLENDALE","91206","818-241-8389"
"414 MYRTLE ST APTS",02/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","414 MYRTLE ST ","GLENDALE","91203",""
"1227 ORANGE GROVE AVE APTS",10/26/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1227 ORANGE GROVE AVE ","GLENDALE","91205",""
"833 E ACACIA AVE APTS",11/19/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","833 E ACACIA AVE ","GLENDALE","91205","310-548-0461"
"1230 ORANGE GROVE AVE APTS",10/26/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1230 ORANGE GROVE AVE ","GLENDALE","91205",""
"405 W ELK AVE APTS",05/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","405 W ELK AVE ","GLENDALE","91205",""
"1301 ORANGE GROVE AVE APTS",11/01/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1301 ORANGE GROVE AVE ","GLENDALE","91205",""
"1229 ORANGE GROVE AVE APTS",10/26/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1229 ORANGE GROVE AVE ","GLENDALE","91205",""
"421 W ELK AVE APTS",05/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","421 W ELK AVE ","GLENDALE","91204","818-294-2955"
"EVERETT HOMEOWNERS ASSOC",10/17/2018,,"CONDO (5-10) UNITS","111 N EVERETT ST STE 204","GLENDALE","91206","818-247-2400"
"EVERETT EAST",10/17/2018,,"CONDO (21-50) UNITS","110 N EVERETT ST ","GLENDALE","91206",""
"118 EVERETT APTS",09/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","118 N EVERETT ST","GLENDALE","91206",""
"124 EVERETT APTS",02/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","124 S EVERETT ST","GLENDALE","91205",""
"EL DORADO APTS-AKA 127",10/17/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","125 N EVERETT ST ","GLENDALE","91206","818-768-3450"
"126 N EVERETT ST APTS",08/28/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","126 N EVERETT ST ","GLENDALE","91206",""
"124 N EVERETT ST APTS",10/05/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","124 N EVERETT ST ","GLENDALE","91206","818-247-8036"
"520 ELK APTS",05/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","520 W ELK AVE","GLENDALE","91204",""
"819 MARIPOSA ST APTS",01/18/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","819 MARIPOSA ST ","GLENDALE","91205",""
"815 MARIPOSA ST APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","815 MARIPOSA ST ","GLENDALE","91205","818-991-9636"
"801 MARIPOSA ST APTS",01/03/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","801 MARIPOSA ST ","GLENDALE","91205",""
"514 W ELK AVE APTS",05/15/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","514 W ELK AVE ","GLENDALE","91204",""
"333 MYRTLE ST APTS",01/08/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","333 MYRTLE ST ","GLENDALE","91203",""
"COLONIAL COTTAGES",08/29/2019,,"CONDO (11-20) UNITS","1204 E GLENOAKS BLVD ","GLENDALE","91206",""
"456 MYRTLE ST APTS",03/14/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","456 MYRTLE ST ","GLENDALE","91203",""
"1212 E GLENOAKS BLVD APTS",08/29/2019,,"MULTIPLE FAMILY DWELLING (5-10) UNITS","1212 E GLENOAKS BLVD ","GLENDALE","91206",""
"THE RIVIERA APTS",08/29/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1216 E GLENOAKS BLVD ","GLENDALE","91206",""
"225 N ISABEL ST APTS",07/13/2018,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","225 N ISABEL ST ","GLENDALE","91206","818-249-6275"
"211 N ISABEL ST APTS",07/13/2018,,"MULTIPLE FAMILY DWELLING (21-50) UNITS","211 N ISABEL ST ","GLENDALE","91206",""
"1158 ALLEN AVE APTS",09/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1158 ALLEN AVE ","GLENDALE","91201","818-500-1965"
"1147 IRVING AVE APTS",02/26/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1147 IRVING AVE ","GLENDALE","91201",""
"1031 IRVING AVE APTS",02/13/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","1031 IRVING AVE ","GLENDALE","91201","323-876-5454"
"201 E CHESTNUT ST APTS",09/23/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","201 E CHESTNUT ST ","GLENDALE","91205","818-247-6733"
"203 E CHESTNUT ST APTS",09/24/2019,,"MULTIPLE FAMILY DWELLING (11-20) UNITS","203 E CHESTNUT ST ","GLENDALE","91205",""
"VERDUGO VILLAS CONDOS",06/06/2019,,"CONDO (21-50) UNITS","1734 N VERDUGO RD ","GLENDALE","91208","626-243-4164"
"1636 N VERDUGO RD APTS",10/01/2019,,"MULTIPLE FAMILY DWELLING (51-100) UNITS","1636 N VERDUGO RD ","GLENDALE","91208","818-243-4303"
